mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,onset_rate,beat_strength,filename,length,label
-131.41669,4922.1323,122.209885,789.76276,-31.025658,330.52118,46.31008,159.98535,-16.108456,241.81065,22.365034,138.79294,-17.38161,134.75949,6.281868,111.537994,-20.208622,119.83525,9.772388,174.1394,-12.908759,87.87553,5.7983813,62.18297,-17.971045,128.81082,1.2555368,88.00824,-9.949267,88.07488,-5.3119245,48.702335,-6.4506545,55.619568,-2.222414,66.12375,-8.166863,61.4808,-5.3159995,58.78291,0.37384382,0.085632905,0.12038668,0.002473961,1853.174329,352294.6281,1890.982172,109807.3997,3769.534592,1423946.796,0.093310434,0.001921258,-8.17E-06,0.010056977,-2.50E-05,0.002856645,135.9991776,4.3,1.2615366,country.00074.2.wav,220500,country
-73.18528,2214.4558,106.78444,343.1176,-15.342123,173.64558,36.801308,73.2185,-14.832946,62.661175,38.70006,63.362293,-11.352315,68.68438,18.581417,57.35747,-14.682133,58.735943,11.490622,63.52273,-7.919941,50.923306,12.952368,40.815727,-10.78068,63.866787,0.9080968,43.6705,-12.675806,47.950237,8.512359,51.84782,0.6014795,64.829895,6.613639,38.58456,-0.7619412,77.89863,-3.5813708,83.987274,0.37183374,0.087359145,0.16366217,0.002990175,2146.529001,173108.2055,2245.28812,48880.52711,4817.017508,800547.3626,0.109041926,0.001553605,1.31E-05,0.016423646,2.27E-05,0.005539984,95.703125,6.1,1.2949672,country.00075.0.wav,220500,country
-46.638374,707.0628,109.53511,201.60603,-21.152472,77.26267,40.6755,47.63979,-18.448141,46.383156,36.362167,34.992203,-12.636372,59.350613,15.991333,42.86951,-17.24021,30.898434,12.418191,39.320538,-11.85316,37.232586,11.676192,33.450924,-12.967466,44.636246,3.2447808,40.14527,-11.487686,65.187904,6.5514364,45.546513,-3.2898118,47.435307,6.9417396,48.01063,0.27470955,69.076744,-1.9569474,42.937157,0.37080315,0.07974044,0.19703734,0.002503885,2119.219294,105322.836,2195.720738,29744.55536,4707.228149,424188.3059,0.109589119,0.00090862,-1.06E-05,0.023535255,-1.69E-05,0.006750997,95.703125,6.5,1.2169589,country.00075.1.wav,220500,country
-63.53679,1463.1619,100.96247,312.53003,-15.114757,189.37747,45.545998,219.00166,-12.663326,64.80248,33.910545,83.699135,-15.306201,70.48553,18.695242,67.31464,-19.145025,78.079735,12.196776,67.2835,-11.403217,68.22474,15.722126,64.62206,-13.61412,51.763115,3.6421654,54.232807,-13.153985,97.03087,4.96426,49.994003,-3.302518,48.860294,6.0876393,39.69824,-4.1364136,57.94223,-2.2718306,62.53299,0.36845526,0.085864335,0.17779434,0.002660418,2296.020595,158321.7961,2285.628917,46733.33646,4996.977131,599200.2636,0.121772359,0.001910391,5.47E-06,0.017844534,-1.97E-05,0.007152293,95.703125,6.5,1.3775613,country.00075.2.wav,220500,country
-165.12367,4729.3315,152.65479,1403.6906,-35.513687,523.23395,48.84915,374.3243,-9.532606,399.5227,10.0474615,244.99924,-0.97850174,224.979,5.9281816,180.1158,-14.865598,121.88055,2.0781171,136.8161,-11.74528,112.21054,1.5370791,111.5478,-7.8220963,104.726715,2.1570182,94.38181,-2.4765613,58.292225,-3.8940606,72.234276,-8.178369,53.940475,0.83611804,48.578434,-3.4691386,38.623486,-6.4163146,60.24762,0.30753443,0.08796097,0.13482702,0.003079451,1437.104396,320586.8705,1471.121138,160081.5984,2809.133748,1303230.33,0.074389818,0.001803428,4.29E-06,0.013605392,6.77E-06,0.003351181,143.5546875,4.9,1.5493621,country.00076.0.wav,220500,country
-152.10977,4461.589,141.84799,1879.1149,-33.01018,564.3679,53.55181,544.1733,-13.661846,449.6086,8.151297,218.57323,-0.1467077,154.70119,6.361297,186.1091,-18.386742,141.20969,4.210777,122.53076,-19.581879,91.14004,0.20700158,118.81705,-10.027289,79.2964,1.59909,64.97449,-3.5464168,88.86807,-1.5601879,56.03901,-9.9125395,84.60439,-5.5322323,69.390755,-5.323243,49.2179,-10.57923,100.678185,0.31267375,0.09007777,0.14577305,0.00249357,1595.573557,430400.1264,1566.674611,195992.8194,3130.93273,1549307.752,0.083534612,0.002040344,1.42E-05,0.015652316,2.18E-06,0.003331486,143.5546875,4.6,1.4813015,country.00076.1.wav,220500,country
-235.01445,6013.999,185.31706,1556.1476,-1.2049147,268.30194,26.976103,407.40494,-5.4537396,301.73315,8.497509,169.74117,-3.9664183,159.18898,0.8327181,178.0049,-6.8379483,75.4522,-3.7024689,80.585976,-10.532129,60.682682,2.652512,61.76048,-4.3146424,46.510956,-1.8442283,73.00375,-4.1842804,55.527897,-5.287281,47.559437,-9.147917,40.140656,-4.8233566,53.34819,-3.3865895,35.244797,-4.141385,61.83545,0.27218065,0.08434543,0.10393961,0.001871147,932.7930747,224991.6214,1195.642473,291173.6094,1828.049039,1682896.999,0.041406477,0.000209282,5.67E-07,0.00817351,-1.85E-05,0.001633812,143.5546875,3.7,1.5736183,country.00076.2.wav,220500,country
-137.44525,1497.6168,160.86702,513.7096,-42.789444,205.89896,31.955994,141.80486,-15.876349,122.29673,7.857271,123.771416,-4.905316,143.18997,16.616896,88.75127,-12.127085,70.636955,14.088673,44.235493,-13.692607,70.858864,5.155318,69.16605,-10.93537,57.391205,0.90515465,81.663826,-6.242925,61.033863,3.162638,49.44487,-8.6722975,49.51633,-2.2994173,56.459568,-2.604234,45.6087,-8.607296,47.65055,0.35873958,0.082685664,0.11445858,0.000976001,1414.734592,87843.73309,1526.178197,70801.97577,2708.16251,424761.8907,0.078869317,0.000546816,-2.32E-06,0.00835795,-1.86E-05,0.002115164,184.5703125,6.3,1.3655382,country.00077.0.wav,220500,country
-110.66974,1500.6792,150.5441,397.07452,-49.418816,211.94481,32.03648,145.11916,-18.618538,160.6937,7.767915,99.28612,-4.5573015,129.38957,12.291508,91.06464,-15.130819,95.15287,17.521698,86.28784,-14.275921,70.81637,6.1637816,57.28532,-11.088329,40.797382,2.7216837,53.276257,-6.500841,49.976612,2.6193647,52.7147,-10.126443,62.405685,1.7444351,54.229435,-3.358953,48.366924,-6.234417,42.827908,0.32725775,0.08155499,0.13411894,0.001445286,1563.86212,84581.24378,1575.979221,54350.40472,3030.136356,445344.7284,0.09136184,0.000422894,-2.77E-06,0.012440152,-1.90E-05,0.002700722,184.5703125,4.8,1.1973046,country.00077.1.wav,220500,country
-107.763504,1428.0153,149.26068,441.2871,-49.11551,288.7057,31.085924,104.8843,-19.19991,165.9736,4.9284015,142.69562,-3.3420484,154.2681,11.8894,86.15137,-13.74909,71.132034,16.972982,96.93247,-12.708126,88.98692,7.1551476,55.389996,-11.244834,58.90637,0.61289734,55.312122,-8.397268,44.08347,2.9539483,50.104065,-11.545451,70.96128,1.789586,51.096573,-5.1812115,38.256947,-6.7023582,46.198536,0.32588205,0.08330994,0.14510952,0.001982174,1562.257088,94403.77686,1574.787835,64866.5023,3030.635967,474961.9535,0.09277457,0.000505291,-4.83E-08,0.015130593,-1.98E-05,0.003078479,184.5703125,5.3,1.2050143,country.00077.2.wav,220500,country
-326.8216,4095.8892,150.37865,834.1334,-20.508896,666.3105,37.606457,183.25986,-12.507515,255.3454,20.31451,173.09653,3.5523293,210.55536,9.43139,91.46355,-4.433435,123.54986,12.835708,180.67278,-1.0519245,51.667995,7.7053046,103.987114,-1.1147197,106.714745,2.5298173,111.43963,-0.7725609,57.054646,-4.038481,55.61842,-0.9964482,51.559284,2.0863771,51.10569,-0.22948627,98.35716,0.30544302,45.991005,0.37360418,0.095185705,0.028932992,0.000223738,1306.36737,321763.4024,1546.570874,109146.0484,2561.626815,1523172.734,0.053684881,0.001713874,2.71E-06,0.000812292,-1.10E-05,9.88E-05,103.359375,5.4,1.0551425,country.00078.0.wav,220500,country
-358.30396,1695.7065,169.17816,876.2171,-4.581837,515.0516,38.149673,227.12268,-3.2387679,198.25215,21.79369,121.27676,1.4207189,126.05811,5.995368,110.97668,2.6127586,111.08868,6.7441688,59.63931,-0.84288985,51.04673,9.774208,57.689865,0.5416315,56.045643,-0.5525975,71.7121,-0.44891116,86.12077,-4.9342966,50.454376,-1.6731877,39.896416,-0.63746053,54.022984,0.97646666,59.305576,-6.428553,48.651356,0.3588725,0.09614885,0.032463606,0.000238059,933.2118771,196564.2145,1355.944763,162415.1889,1790.778112,1342313.889,0.036119218,0.000540216,-1.83E-06,0.001079391,-1.80E-05,7.25E-05,71.77734375,3.6,1.0133201,country.00078.1.wav,220500,country
-243.13925,11815.975,159.59132,950.83905,-12.892758,776.91504,29.038935,375.82703,-5.802087,335.68314,15.662068,181.40526,2.9103427,113.89824,8.164829,127.73265,-1.3689477,121.61377,6.5712233,135.29024,-4.6151075,139.277,10.009746,49.25074,1.74252,57.33318,1.4294261,52.703335,0.23346166,43.35198,-0.047479827,39.049633,-2.8341715,46.50627,0.84458166,41.431984,1.5310972,49.81579,-4.0453925,52.961136,0.39693642,0.08774091,0.06831363,0.001829946,1194.90017,388348.3986,1431.873523,200400.6329,2314.119882,1878361.403,0.059487611,0.001792813,5.01E-06,0.004364614,-1.32E-05,0.000874718,66.25600962,2.9,1.0090841,country.00078.2.wav,220500,country
-243.65733,7164.9546,185.31189,1895.3965,4.3023233,882.7477,21.685488,336.37674,-1.1974987,397.24014,2.966355,199.74146,-6.7008095,249.13876,-0.30149046,206.04031,-12.3904085,75.99288,1.2210447,332.1814,-12.673102,110.04495,-1.848718,150.70317,-12.461326,84.278175,-7.0341325,60.10594,-9.642489,44.640556,-13.377177,87.19758,-6.3850327,50.05017,-3.0708947,60.132797,-7.3406234,45.63957,-4.129317,47.446445,0.33999503,0.08467147,0.11116083,0.00231555,943.2087757,412500.7508,1132.340326,254981.938,1601.325893,1686314.074,0.047711083,0.001107203,6.05E-06,0.010874123,-9.72E-06,0.001338841,80.74951172,2.7,1.0527571,country.00079.0.wav,220500,country
-206.35715,3793.8816,173.74866,1340.5571,3.3016524,589.2704,23.8364,207.15709,-9.115594,425.2743,4.1831703,160.51842,-0.09702211,176.41168,3.545276,168.47002,-17.78957,110.88107,2.9523966,177.62778,-16.039875,86.44487,5.2937512,152.94374,-15.065425,92.25609,-4.7707705,69.0893,-5.717662,82.8084,-9.727962,60.091747,-0.6890824,105.06906,-6.504938,79.11086,-6.3424687,43.08327,-1.9080992,93.094925,0.29758888,0.085849114,0.12685025,0.001569928,1054.93517,238194.5351,1365.894107,239034.485,1945.032786,1673424.316,0.050094711,0.000485769,-7.72E-06,0.013150229,-1.99E-05,0.0013956,80.74951172,3.9,1.2633327,country.00079.1.wav,220500,country
-241.70023,3824.2024,187.79472,1201.3372,1.1394533,644.39777,30.883673,308.9807,10.56986,267.43628,7.3988614,155.92628,-13.520725,108.42967,4.6170154,99.39596,-11.302169,121.71226,-2.3839264,97.690605,-13.217624,127.46032,2.4774349,120.94844,-13.725983,107.68975,-4.494008,97.96361,-8.073448,48.048832,-5.7665224,54.49633,-4.5650506,71.8183,-4.588674,53.93896,-0.5144948,65.38529,-2.7680051,107.60782,0.29396555,0.08351847,0.107373886,0.00067842,891.8674041,187597.7689,1208.531989,256103.4851,1702.447014,1486123.076,0.039285682,0.000162786,4.85E-06,0.009539242,-1.59E-05,0.000792105,80.74951172,3.3,1.2206061,country.00079.2.wav,220500,country
-108.813576,3307.0742,111.83117,786.7308,-14.970165,519.9919,46.54012,173.36981,-1.7660221,169.14378,28.643965,126.68503,-11.8488655,191.8506,17.016596,106.411026,-22.23151,105.03281,16.63377,82.301,-20.09036,74.82015,11.023129,46.953,-13.224057,53.83025,0.3384051,48.978546,-9.764027,76.1871,1.0948318,39.96328,-10.795017,55.77119,3.103484,37.07074,-0.0771923,50.162453,-0.6669972,37.275166,0.38314307,0.08519545,0.14744924,0.002231492,2001.981036,502072.8159,2182.533615,222300.2607,4424.673554,2798614.684,0.081374166,0.001335311,7.87E-07,0.011475337,-9.01E-06,0.0059352,95.703125,4.9,1.5755029,country.00080.0.wav,220500,country
-95.13613,2789.7898,108.274216,715.9841,-14.990591,510.29163,46.730507,135.96107,-6.7672095,177.46555,31.623953,110.09212,-6.2676225,241.56537,19.86757,89.01115,-23.350704,82.596504,18.508568,133.46837,-17.684807,74.693306,12.3412285,38.19185,-13.3452635,50.791756,3.3123941,43.690395,-8.085355,57.265392,4.8456373,55.572315,-5.685736,52.75978,7.301153,40.310116,-1.8612779,42.38079,-2.2013593,41.941776,0.3897506,0.084896006,0.15431051,0.002057186,2132.244461,536811.2349,2216.000271,200217.7641,4554.24748,2601430.039,0.094723164,0.001806273,-5.39E-06,0.013680199,-1.44E-05,0.005296411,99.38401442,4.7,1.4896605,country.00080.1.wav,220500,country
-99.7572,2705.4841,115.66283,935.41547,-10.412024,341.31244,41.496243,204.60753,-10.303366,212.76167,28.71696,159.65796,-6.659677,178.16463,22.798098,115.11006,-22.617521,69.52974,17.520973,72.401474,-16.523731,61.715015,11.700026,46.95066,-11.554072,58.49102,2.103645,47.54494,-8.43399,72.75647,2.9436476,49.147427,-6.0915136,54.87606,4.844154,50.245804,-2.282183,44.547512,-0.4300556,44.105083,0.3923098,0.08359359,0.15742983,0.002137259,2016.10975,683683.8485,2168.631449,225769.6449,4331.071568,3170105.178,0.091387897,0.003083195,3.28E-06,0.013395712,3.16E-05,0.005989447,99.38401442,5,1.4947783,country.00080.2.wav,220500,country
-87.75752,2431.13,115.08783,550.4649,-22.400763,307.6765,50.533417,177.45787,-4.8387322,229.1258,18.322279,112.43078,-18.856264,131.54231,15.113501,68.98273,-14.126738,124.80728,16.02241,68.060326,-12.923822,58.56568,10.093403,61.346096,-7.9867463,66.36534,3.9201865,52.89571,-7.6893,37.232586,7.597432,48.468807,-8.251658,29.54422,2.7994938,52.47488,-1.2311357,42.874283,-3.3591645,25.15321,0.39177507,0.08067172,0.15010613,0.002420757,1953.894952,331787.4881,2061.185356,116201.4092,4112.941719,1702112.285,0.092387118,0.001314572,-4.45E-06,0.009341703,-4.51E-05,0.007740127,89.10290948,4.6,1.3759154,country.00081.0.wav,220500,country
-85.49822,2382.8948,109.984886,557.39545,-19.457865,380.09137,48.224796,262.2284,-5.2457747,224.26627,19.716097,119.30398,-18.313623,142.30376,17.95774,69.844,-14.815249,115.62524,15.267799,67.52738,-16.448656,79.295334,10.273797,55.865772,-9.663702,71.732,5.517902,44.438396,-7.407613,43.343624,5.9104543,58.968388,-8.036876,61.22458,2.8740797,39.08776,-3.8971803,49.4814,-3.2327847,39.489468,0.40933913,0.082244575,0.15464444,0.002562454,2032.751283,386355.6009,2141.198493,109964.0618,4303.568022,1776058.821,0.092129949,0.00186351,4.14E-06,0.010388266,-5.50E-05,0.008058694,89.10290948,5.2,1.4100113,country.00081.1.wav,220500,country
-50.12504,996.8096,98.92825,499.63998,-22.62699,219.1226,43.880646,312.68256,-8.8731,206.12672,16.328339,117.16733,-25.02109,128.07338,12.837716,104.359634,-19.889719,84.2015,16.739676,108.18819,-15.481733,121.51327,12.463518,66.53543,-13.509479,65.72407,4.7078357,61.528156,-8.633356,64.64504,8.014269,43.28075,-11.452829,48.346886,7.5041294,41.95576,-6.7192206,44.94777,-3.6244588,36.920452,0.3347625,0.08652211,0.198382,0.003446744,2317.021215,399945.9699,2254.665617,90095.36307,4826.784889,1546017.756,0.118113082,0.003389847,-5.12E-06,0.022938056,1.25E-05,0.009071845,89.10290948,5.6,1.2905223,country.00081.2.wav,220500,country
-59.07386,1192.0087,104.56083,480.9103,-20.435268,284.95752,51.56474,286.32297,-8.588053,205.01508,18.945484,145.76291,-22.829815,101.15664,13.939946,106.60389,-18.135262,102.97151,15.989004,110.99108,-20.661955,93.58086,12.890757,63.368996,-12.142954,60.99796,3.8960147,52.187943,-9.081565,38.76048,5.10885,40.17258,-11.797317,39.64348,7.363869,34.617188,-4.0431137,44.068375,-1.143483,24.26031,0.40373287,0.08250396,0.17568925,0.002590803,2214.255104,271213.4353,2216.403361,85333.16957,4645.07663,1192646.481,0.106466838,0.001542912,1.14E-05,0.011826872,-4.90E-05,0.010804435,117.4538352,5.5,1.3336911,country.00082.0.wav,220500,country
-81.05195,1900.9327,100.111694,342.53372,-13.522957,258.89178,53.520065,304.7995,-8.537122,150.88167,20.817394,185.14224,-22.639765,94.69074,16.884594,98.5685,-18.893536,100.90839,14.768693,107.02553,-17.014507,104.260735,11.256089,55.240974,-13.941219,70.00708,2.4763217,90.09264,-9.383505,52.058975,4.581381,50.73992,-10.395967,65.52154,4.638712,45.466114,-3.5263796,48.600887,-1.7515701,32.23314,0.37657785,0.08392182,0.15727952,0.00223187,2215.868138,224854.267,2296.308279,77383.49101,4860.533563,1164943.178,0.098530851,0.001290313,-1.69E-06,0.010581798,-5.20E-05,0.008076823,117.4538352,5.3,1.3693528,country.00082.1.wav,220500,country
-66.3163,1030.6919,99.98776,645.0771,-17.3572,339.64163,50.004993,273.27704,-14.155251,177.16718,20.905912,122.69747,-20.42719,160.36249,16.316635,78.3152,-19.879496,88.56872,18.83231,76.28371,-16.537392,76.985275,12.730517,53.969784,-14.0131235,56.200832,5.7214155,48.097458,-8.669885,37.430683,5.8336034,34.57441,-7.740936,42.633602,8.029017,33.96815,-6.357482,40.649204,-2.130137,31.29785,0.38631433,0.08785425,0.16563803,0.002160831,2331.31531,446385.9102,2271.977707,97558.81571,4893.632745,1544495.804,0.112620767,0.003610858,-2.89E-05,0.012116067,-4.04E-05,0.008904322,117.4538352,6.5,1.4041921,country.00082.2.wav,220500,country
-192.9806,4791.169,147.1374,876.47955,-7.3566694,598.28937,48.977966,382.20673,9.031815,231.64943,13.651384,122.82435,-11.053187,165.24269,15.011489,95.60934,-9.414345,144.66573,9.381811,146.7264,-8.8453665,147.4482,10.846852,75.8214,-2.82977,68.14866,-1.8508219,75.12802,-3.3423774,97.51694,0.6784042,85.05773,-8.312933,85.70584,-0.54159844,43.25861,-2.196775,53.891273,-5.445222,62.140453,0.3059424,0.08586189,0.115115896,0.001384519,1248.313824,281687.8999,1626.332396,182563.5525,2533.648639,1737693.063,0.048185769,0.000646582,8.49E-06,0.01102786,-4.50E-05,0.001433016,143.5546875,4.5,1.1802106,country.00083.0.wav,220500,country
-126.56805,2103.1313,135.28572,822.61975,-18.537424,325.74457,44.781567,223.62903,-2.7806559,165.5534,15.259884,127.88289,-17.04475,112.81575,12.829097,106.39992,-14.089513,78.94202,13.931703,99.69945,-12.878573,90.90737,11.401168,70.85011,-6.448247,54.718033,5.69401,48.612988,0.63934433,59.015923,2.8292227,39.04654,-9.188789,43.7031,4.8155475,41.155655,-3.5855331,47.800266,-4.259231,47.52795,0.32443848,0.082962915,0.13353589,0.001648519,1615.533366,390509.3632,1845.764694,162075.1818,3295.304513,1943622.55,0.06865393,0.001186812,2.94E-06,0.011933561,-2.67E-05,0.003207658,143.5546875,4.5,1.2073196,country.00083.1.wav,220500,country
-127.58686,1940.087,143.44951,475.69742,-23.741621,353.35663,42.01983,210.08629,-5.0761056,174.29253,13.673887,81.573685,-13.155776,131.87817,11.563584,61.79903,-12.927092,98.0148,14.496012,55.092747,-10.897324,70.74249,8.609261,65.84644,-6.933555,58.84325,1.1456989,65.11553,0.15331087,94.87375,5.830289,67.836845,-7.4977193,70.31517,2.6822357,43.44054,-2.1970634,35.362247,-3.0574336,50.447155,0.3249878,0.08472747,0.1441128,0.001962931,1445.019164,156323.3843,1719.03484,111782.9218,2952.247113,1001926.061,0.061470191,0.000386379,2.63E-05,0.013678521,-2.34E-06,0.003988175,143.5546875,4.1,1.1889306,country.00083.2.wav,220500,country
-105.29102,2200.1484,109.09975,482.00775,-20.012302,315.4164,58.371365,186.45657,-4.389491,216.3916,15.304108,139.22418,-12.794385,99.676186,13.47465,81.922775,-16.219776,89.60789,9.089342,100.38488,-16.79173,57.776905,7.818193,82.957985,-9.192831,69.10623,5.790646,80.71094,-4.2379885,52.66051,5.1132298,68.447105,-8.641808,88.76901,1.4623168,47.23597,-8.272584,68.631355,-5.3103333,48.419575,0.3241266,0.08438319,0.15289009,0.002107779,1888.854562,256852.1545,2024.643111,91576.528,3956.788526,1140506.245,0.086297763,0.001094912,4.03E-06,0.014386246,-2.70E-05,0.005041554,172.265625,5.4,1.4151365,country.00084.0.wav,220500,country
-91.708496,1549.1664,108.06154,507.99646,-26.274052,287.87628,56.569042,251.5591,-6.5981197,153.31258,17.529644,113.555374,-18.12004,94.50973,11.6294,114.74912,-15.702638,98.37099,10.46152,138.3735,-13.47603,115.16196,9.90168,80.278656,-11.484596,77.02588,6.3891397,93.310486,-5.870394,50.876865,3.4447758,54.835243,-12.8655405,57.70168,2.4256759,54.83506,-8.065611,55.19504,-5.312114,48.01258,0.30669048,0.086528204,0.1700511,0.002100392,1943.67381,220694.0981,2012.969765,79084.92987,4008.473209,907528.5647,0.089185533,0.000985564,-2.04E-06,0.01891682,-6.10E-05,0.005296296,172.265625,5.4,1.4143964,country.00084.1.wav,220500,country
-45.311913,1397.5911,109.673676,568.29675,-27.32435,200.37924,44.98177,263.41867,-10.420947,190.60011,14.400477,151.088,-24.081419,128.88722,6.1335964,90.029594,-18.57346,101.80941,9.128209,125.689766,-19.519455,73.043365,8.068366,72.33808,-13.233278,60.193554,3.221301,70.778915,-6.3684273,63.30254,4.969969,68.57764,-9.327043,50.84609,5.579632,45.39536,-9.503974,45.04739,-3.9151511,30.180025,0.3331783,0.08389744,0.21823007,0.003856189,2062.945851,323121.5612,2074.693271,86454.09674,4206.968374,1188244.907,0.102852877,0.002326668,-6.39E-06,0.026236733,-0.000150449,0.01134187,86.1328125,4.6,1.3315806,country.00084.2.wav,220500,country
-156.02748,2799.9348,124.151085,831.4326,-14.115327,624.28,50.837948,347.62616,1.3141485,239.42493,20.277822,194.45305,-8.161426,156.47943,18.166872,89.959816,-12.054141,115.49729,15.325378,122.033226,-7.3408685,93.79523,10.848966,58.190853,-3.1456,63.37173,4.368864,71.454796,-5.0314846,57.52992,6.484861,52.0668,-9.533301,73.64183,0.84265846,49.414875,-0.007372792,47.224594,-2.9595435,105.729515,0.35068265,0.08624068,0.12832233,0.001777207,1593.630561,411056.2992,1863.711904,97621.64743,3235.351279,1461025.59,0.069160338,0.00192862,1.71E-06,0.013043119,-1.52E-05,0.002435429,143.5546875,4.3,1.1450438,country.00085.0.wav,220500,country
-145.6194,3387.632,125.20025,533.3612,-24.364935,432.7286,47.765137,177.98938,-1.3792522,229.28886,22.400827,112.68957,-5.953362,177.23653,18.016665,99.93348,-6.144401,275.2053,17.028446,74.23356,-7.0094066,72.50672,10.093564,109.00025,-1.9132186,100.29283,7.734546,88.84105,-5.381471,60.709156,6.041023,76.65185,-6.4474473,78.8965,4.1742864,62.031475,-2.6300986,56.690437,-4.483984,80.50527,0.32325438,0.0826774,0.13284172,0.001906536,1612.141436,217359.007,1796.412118,103904.8643,3278.567569,1009209.812,0.077313841,0.000764821,3.27E-06,0.01421838,-1.28E-05,0.002464225,73.828125,4.9,1.2145779,country.00085.1.wav,220500,country
-136.9678,3145.8352,125.32611,532.7574,-16.036451,503.78574,49.70858,265.59787,-1.018749,221.39413,26.170713,123.55237,-7.9994574,133.39673,14.7226925,57.728218,-11.417522,128.17975,14.446837,96.046196,-9.006008,77.41624,12.239493,83.00645,-5.679796,67.97688,4.6125703,55.531612,-4.7404695,50.668385,3.143889,65.60825,-8.51599,67.438065,3.1421783,46.34785,-3.1709688,54.218967,-2.5331984,44.92822,0.3401569,0.09195815,0.14473778,0.001823826,1582.529744,207112.5143,1898.776931,99906.33228,3362.452135,1091389.491,0.060635241,0.000882467,-8.43E-06,0.015779402,-1.79E-05,0.003096729,73.828125,4.2,1.2217429,country.00085.2.wav,220500,country
-80.808105,1631.7567,115.04689,411.91898,-18.616972,265.83762,52.375935,213.13423,-2.7708545,174.57976,20.72097,150.64305,-20.533506,92.88483,15.0186405,76.06254,-15.489269,60.01396,17.11225,80.5207,-14.556627,78.28173,10.193699,51.738235,-11.948501,65.177895,4.381229,47.56436,-7.3203697,35.221718,7.6013646,35.718563,-7.7743225,56.43007,7.1008363,48.250416,-4.5428205,57.404854,-0.562846,56.40991,0.36637992,0.081706576,0.1585437,0.001165104,1938.281444,208991.8877,2107.542811,97671.94175,4150.837159,1227733.716,0.08527022,0.000638155,1.67E-06,0.011662733,-5.48E-05,0.006485296,117.4538352,4.7,1.4509606,country.00086.0.wav,220500,country
-146.6679,4806.484,101.06559,979.0324,-9.790021,429.09534,56.658916,291.19284,-5.0959997,213.23087,18.042711,215.1797,-14.229467,178.43787,12.943654,147.1932,-14.727093,124.77316,11.610104,105.486465,-15.30388,69.25037,11.610485,92.25556,-10.670116,80.23211,0.7983701,106.616516,-10.301572,66.74314,3.6939216,75.36202,-9.9602785,64.19155,3.7857728,86.764565,-7.7216187,92.92429,-0.9045366,97.109245,0.3746275,0.093836084,0.11518286,0.002027182,2005.165752,314857.5765,2162.410556,106247.6206,4301.094951,1325227.91,0.082597702,0.001122195,-1.14E-05,0.007072474,-3.47E-05,0.003675015,117.4538352,5.8,1.5719953,country.00086.1.wav,220500,country
-140.2727,2841.2515,118.844,580.09186,-13.129658,452.5016,52.86986,317.28455,-0.5856471,272.03665,20.74502,211.44116,-8.142837,161.34709,13.7753315,149.57208,-12.3747835,145.07626,15.682683,87.534966,-12.559749,98.77688,6.334163,83.39997,-9.488834,75.59525,4.273761,78.38502,-7.757083,71.229355,4.319958,75.252975,-11.566835,85.70869,2.4359667,54.830063,-5.1482935,75.024635,-3.1948888,51.463943,0.36936584,0.08644211,0.12626544,0.001025826,1696.181084,264517.2846,1988.337429,130020.8976,3639.71086,1390725.239,0.066655489,0.00073886,2.33E-05,0.008312323,-0.000107992,0.004556352,117.4538352,5,1.6261833,country.00086.2.wav,220500,country
-218.64601,5807.1826,122.705246,682.2342,-19.397585,742.4846,27.56337,491.92743,-10.0415,264.3346,9.213858,115.15375,-14.682069,130.48265,4.8587475,82.03417,-12.879479,151.21954,4.0099125,155.0111,-15.971149,76.99733,-5.5039845,82.93616,-16.44851,49.720657,-5.4220824,66.229355,-6.634138,71.81797,-0.6011237,88.44821,-14.704584,106.75742,-5.840562,46.78181,-6.4970517,69.811516,-13.941393,48.782345,0.30183175,0.0884989,0.075314194,0.00181468,1514.246474,276452.7642,1730.077029,117805.0855,2885.299336,1362039.885,0.068673189,0.001144533,6.54E-06,0.004635344,-1.73E-05,0.001508359,143.5546875,4.2,1.1405973,country.00087.0.wav,220500,country
